codigo,codigo_dpto,codigo_mun,dpto,mun,metota,mesesc,pmesesc,meserr,centota,carg,cargElectos,cargEmpatados,cargtota,votant,pvotant,absten,pabsten,votnul,pvotnul,votnma,pvotnma,FEDERICO_GUTIÉRREZ_vot,FEDERICO_GUTIÉRREZ_pvot,RODOLFO_HERNÁNDEZ_vot,RODOLFO_HERNÁNDEZ_pvot,GUSTAVO_PETRO_vot,GUSTAVO_PETRO_pvot,SERGIO_FAJARDO_vot,SERGIO_FAJARDO_pvot,JOHN MILTON_RODRÍGUEZ_vot,JOHN MILTON_RODRÍGUEZ_pvot,ENRIQUE_GÓMEZ MARTÍNEZ_vot,ENRIQUE_GÓMEZ MARTÍNEZ_pvot,LUIS_PÉREZ_vot,LUIS_PÉREZ_pvot,INGRID_BETANCOURT_vot,INGRID_BETANCOURT_pvot,cod2,dane
0100178,22,16,ANTIOQUIA,MARINILLA,122,122,100,0,46778,0,0,0,0,31301,66.91,15477,33.08,334,1.06,53,0.16,14740,47.68,7579,24.51,5960,19.27,1824,5.90,118,0.38,167,0.54,21,0.06,21,0.06,01178,5440
0700148,16,8,BOYACA,MARIPI,18,18,100,0,6185,0,0,0,0,2864,46.3,3321,53.69,11,0.38,3,0.10,262,9.19,2233,78.35,286,10.03,27,0.94,36,1.26,2,0.07,1,0.03,1,0.03,07148,15442
2900076,14,11,TOLIMA,MARIQUITA,78,78,100,0,29705,0,0,0,0,16299,54.86,13406,45.13,329,2.01,32,0.19,2699,16.93,7460,46.80,4723,29.63,333,2.08,368,2.30,43,0.26,5,0.03,14,0.08,29076,73443
0900058,13,9,CALDAS,MARMATO,23,23,100,0,7323,0,0,0,0,3065,41.85,4258,58.14,83,2.70,13,0.42,595,20.04,1350,45.46,750,25.26,123,4.14,37,1.24,14,0.47,1,0.03,7,0.23,09058,17442
0900061,10,9,CALDAS,MARQUETALIA,32,32,100,0,11791,0,0,0,0,5995,50.84,5796,49.15,76,1.26,30,0.50,1495,25.38,3370,57.22,689,11.69,175,2.97,41,0.69,21,0.35,0,0,11,0.18,09061,17444
8800580,11,4,CONSULADOS,MARRUECOS,7,7,100,0,47,0,0,0,0,23,48.93,24,51.06,0,0,0,0,4,17.39,1,4.34,11,47.82,7,30.43,0,0,0,0,0,0,0,0,88580,27810
2400054,15,8,RISARALDA,MARSELLA,44,44,100,0,15887,0,0,0,0,7886,49.63,8001,50.36,170,2.15,40,0.50,2527,32.92,2353,30.65,2356,30.69,212,2.76,72,0.93,10,0.13,4,0.05,5,0.06,24054,66440
0900067,10,5,CALDAS,MARULANDA,9,9,100,0,2407,0,0,0,0,1092,45.36,1315,54.63,13,1.19,11,1.00,373,34.92,454,42.50,157,14.70,49,4.58,4,0.37,5,0.46,0,0,1,0.09,09067,17446
2700133,13,8,SANTANDER,MATANZA,16,16,100,0,5182,0,0,0,0,3381,65.24,1801,34.75,9,0.26,2,0.05,308,9.13,2760,81.89,246,7.29,15,0.44,10,0.29,6,0.17,0,0,1,0.02,27133,68444
0100001,21,19,ANTIOQUIA,MEDELLIN,4466,4466,100,0,1772448,0,0,0,0,1139041,64.26,633407,35.73,12378,1.08,910,0.07,603092,53.57,141415,12.56,275497,24.47,69602,6.18,8019,0.71,2705,0.24,1154,0.10,592,0.05,01001,5001
1500166,7,6,CUNDINAMARCA,MEDINA,22,22,100,0,6787,0,0,0,0,3846,56.66,2941,43.33,21,0.54,4,0.10,502,13.13,2746,71.86,495,12.95,41,1.07,12,0.31,3,0.07,0,0,1,0.02,15166,25438
1700012,28,9,CHOCO,MEDIO ATRATO (BETE),24,24,100,0,6702,0,0,0,0,2612,38.97,4090,61.02,53,2.02,5,0.19,263,10.29,141,5.52,2052,80.34,56,2.19,6,0.23,10,0.39,0,0,3,0.11,17012,27425
1700026,24,15,CHOCO,MEDIO BAUDO (PUERTO MELUK),33,33,100,0,8778,0,0,0,0,3071,34.98,5707,65.01,22,0.71,8,0.26,378,12.43,95,3.12,2485,81.71,35,1.15,9,0.29,13,0.42,1,0.03,6,0.19,17026,27430
1700027,30,16,CHOCO,MEDIO SAN JUAN,27,27,100,0,7705,0,0,0,0,3445,44.71,4260,55.28,75,2.17,13,0.37,255,7.59,96,2.85,2749,81.88,159,4.73,17,0.50,12,0.35,8,0.23,3,0.08,17027,27450
2900079,17,15,TOLIMA,MELGAR,85,85,100,0,30900,0,0,0,0,18429,59.64,12471,40.35,170,0.92,13,0.07,4258,23.33,9599,52.60,3481,19.07,356,1.95,286,1.56,27,0.14,6,0.03,12,0.06,29079,73449
1100046,14,11,CAUCA,MERCADERES,46,46,100,0,14140,0,0,0,0,6542,46.26,7598,53.73,69,1.05,32,0.48,663,10.29,339,5.26,5200,80.73,38,0.58,85,1.31,12,0.18,1,0.01,4,0.06,11046,19450
5200044,11,9,META,MESETAS,26,26,100,0,9209,0,0,0,0,4767,51.76,4442,48.23,53,1.11,9,0.18,370,7.86,2069,43.97,2041,43.37,51,1.08,64,1.36,14,0.29,2,0.04,3,0.06,52044,50330
8800590,22,11,CONSULADOS,MEXICO,63,63,100,0,13859,0,0,0,0,7158,51.64,6701,48.35,7,0.09,1,0.01,2907,40.65,725,10.13,2551,35.67,853,11.93,30,0.41,18,0.25,3,0.04,4,0.05,88590,27810
4400016,14,11,CAQUETA,MILAN,21,21,100,0,6680,0,0,0,0,2291,34.29,4389,65.70,18,0.78,5,0.21,236,10.40,984,43.38,883,38.93,25,1.10,101,4.45,7,0.30,0,0,6,0.26,44016,18460
0700151,13,7,BOYACA,MIRAFLORES,20,20,100,0,7608,0,0,0,0,4834,63.53,2774,36.46,40,0.82,10,0.20,352,7.35,2339,48.89,1793,37.47,135,2.82,56,1.17,14,0.29,2,0.04,5,0.10,07151,15455
5400012,13,11,GUAVIARE,MIRAFLORES,15,15,100,0,3932,0,0,0,0,1158,29.45,2774,70.54,22,1.89,6,0.51,110,9.73,150,13.27,778,68.84,42,3.71,12,1.06,1,0.08,1,0.08,1,0.08,54012,95200
1100049,17,14,CAUCA,MIRANDA,62,62,100,0,21558,0,0,0,0,14051,65.17,7507,34.82,298,2.12,25,0.17,1476,10.75,1255,9.14,10270,74.81,250,1.82,182,1.32,17,0.12,7,0.05,12,0.08,11049,19455
6000019,8,3,AMAZONAS,MIRITI PARANA,3,3,100,0,557,0,0,0,0,86,15.43,471,84.56,0,0,0,0,4,4.65,4,4.65,76,88.37,1,1.16,0,0,0,0,0,0,0,0,60019,91460
2400062,15,10,RISARALDA,MISTRATO,33,33,100,0,12257,0,0,0,0,5868,47.87,6389,52.12,128,2.18,34,0.57,668,11.70,2272,39.81,2536,44.44,95,1.66,13,0.22,21,0.36,6,0.10,11,0.19,24062,66456
6800001,16,12,VAUPES,MITU,50,50,100,0,17678,0,0,0,0,5518,31.21,12160,68.78,20,0.36,4,0.07,626,11.39,893,16.25,3642,66.29,196,3.56,21,0.38,16,0.29,3,0.05,9,0.16,68001,97001
6400001,15,12,PUTUMAYO,MOCOA,113,113,100,0,40151,0,0,0,0,23585,58.74,16566,41.25,264,1.11,24,0.10,2715,11.65,3479,14.93,15830,67.94,458,1.96,363,1.55,37,0.15,6,0.02,9,0.03,64001,86001
2700136,15,8,SANTANDER,MOGOTES,24,24,100,0,7901,0,0,0,0,5192,65.71,2709,34.28,44,0.84,9,0.17,256,4.98,4402,85.65,419,8.15,14,0.27,13,0.25,8,0.15,1,0.01,3,0.05,27136,68464
2700139,15,9,SANTANDER,MOLAGAVITA,16,16,100,0,3757,0,0,0,0,2176,57.91,1581,42.08,10,0.45,2,0.09,257,11.87,1725,79.71,145,6.70,10,0.46,4,0.18,5,0.23,3,0.13,1,0.04,27139,68468
1300024,12,8,CORDOBA,MOMIL,39,39,100,0,14833,0,0,0,0,7618,51.35,7215,48.64,33,0.43,8,0.10,2590,34.18,1186,15.65,3533,46.62,73,0.96,66,0.87,15,0.19,2,0.02,4,0.05,13024,23464
0500043,29,22,BOLIVAR,MOMPOS,111,111,100,0,37996,0,0,0,0,15495,40.78,22501,59.21,128,0.82,39,0.25,5944,38.77,1745,11.38,6860,44.75,297,1.93,260,1.69,34,0.22,0,0,9,0.05,05043,13468
0700154,19,8,BOYACA,MONGUA,11,11,100,0,4038,0,0,0,0,2757,68.27,1281,31.72,14,0.50,2,0.07,366,13.35,1961,71.54,341,12.44,55,2.00,1,0.03,5,0.18,0,0,1,0.03,07154,15464
0700157,13,5,BOYACA,MONGUI,10,10,100,0,3892,0,0,0,0,2521,64.77,1371,35.22,30,1.19,1,0.03,259,10.40,1441,57.87,658,26.42,81,3.25,8,0.32,6,0.24,0,0,1,0.04,07157,15466
0700160,13,8,BOYACA,MONIQUIRA,50,50,100,0,18836,0,0,0,0,11342,60.21,7494,39.78,130,1.14,19,0.16,1305,11.65,6242,55.76,3010,26.89,269,2.40,176,1.57,24,0.21,12,0.10,5,0.04,07160,15469
0100181,12,7,ANTIOQUIA,MONTEBELLO,18,18,100,0,6426,0,0,0,0,3132,48.73,3294,51.26,51,1.62,26,0.83,1640,53.68,755,24.71,431,14.10,136,4.45,7,0.22,23,0.75,3,0.09,5,0.16,01181,5467
0500041,14,7,BOLIVAR,MONTECRISTO,30,30,100,0,9415,0,0,0,0,3174,33.71,6241,66.28,28,0.88,4,0.12,923,29.37,666,21.19,1355,43.12,53,1.68,103,3.27,10,0.31,3,0.09,1,0.03,05041,13458
1300025,24,14,CORDOBA,MONTELIBANO,150,150,100,0,60258,0,0,0,0,30908,51.29,29350,48.70,311,1.00,44,0.14,4098,13.41,3058,10.00,21928,71.77,342,1.11,578,1.89,41,0.13,11,0.03,16,0.05,13025,23466
2600060,15,12,QUINDIO,MONTENEGRO,88,88,100,0,35302,0,0,0,0,17847,50.55,17455,49.44,588,3.29,55,0.30,5268,30.62,6046,35.14,4622,26.86,645,3.74,139,0.80,41,0.23,12,0.06,28,0.16,26060,63470
1300001,25,23,CORDOBA,MONTERIA,896,896,100,0,348323,0,0,0,0,173054,49.68,175269,50.31,1363,0.78,188,0.10,52363,30.53,29796,17.37,81129,47.30,3445,2.00,1851,1.07,232,0.13,48,0.02,55,0.03,13001,23001
4600540,13,9,CASANARE,MONTERREY,34,34,100,0,12232,0,0,0,0,8469,69.23,3763,30.76,108,1.27,9,0.10,708,8.47,5481,65.62,1744,20.88,112,1.34,177,2.11,14,0.16,4,0.04,6,0.07,46540,85162
1300027,19,14,CORDOBA,MOÑITOS,56,56,100,0,20467,0,0,0,0,7968,38.93,12499,61.06,33,0.41,21,0.26,3027,38.24,886,11.19,3629,45.85,170,2.14,72,0.90,21,0.26,4,0.05,4,0.05,13027,23500
0500044,20,13,BOLIVAR,MORALES,37,37,100,0,12144,0,0,0,0,5941,48.92,6203,51.07,41,0.69,16,0.26,1294,21.99,2507,42.60,1400,23.79,71,1.20,529,8.99,20,0.33,4,0.06,3,0.05,05044,13473
1100052,23,16,CAUCA,MORALES,62,62,100,0,21247,0,0,0,0,9725,45.77,11522,54.22,194,1.99,52,0.53,1561,16.46,1297,13.68,5526,58.29,287,3.02,493,5.20,46,0.48,10,0.10,17,0.17,11052,19473
4400017,11,6,CAQUETA,MORELIA,13,13,100,0,4120,0,0,0,0,1774,43.05,2346,56.94,21,1.18,2,0.11,355,20.27,963,54.99,360,20.55,25,1.42,16,0.91,2,0.11,0,0,2,0.11,44017,18479
5000083,7,1,GUAINIA,MORICHAL (MORICHAL NUEVO),1,1,100,0,213,0,0,0,0,47,22.06,166,77.93,0,0,0,0,2,4.25,3,6.38,37,78.72,2,4.25,1,2.12,0,0,0,0,1,2.12,50083,94888
6800010,4,2,VAUPES,MORICHAL (PAPUNAGUA),2,2,100,0,181,0,0,0,0,78,43.09,103,56.90,0,0,0,0,3,3.84,3,3.84,62,79.48,8,10.25,1,1.28,0,0,0,0,1,1.28,68010,97777
2800080,17,11,SUCRE,MORROA,45,45,100,0,15028,0,0,0,0,8382,55.77,6646,44.22,69,0.82,10,0.11,2064,24.85,858,10.33,5005,60.27,114,1.37,136,1.63,15,0.18,0,0,6,0.07,28080,70473
1500169,14,11,CUNDINAMARCA,MOSQUERA,223,223,100,0,85594,0,0,0,0,61527,71.88,24067,28.11,870,1.41,28,0.04,7721,12.73,20906,34.48,26073,43.00,3314,5.46,1036,1.70,148,0.24,44,0.07,41,0.06,15169,25473
2300094,9,8,NARIÑO,MOSQUERA,26,26,100,0,6838,0,0,0,0,2877,42.07,3961,57.92,25,0.86,7,0.24,97,3.40,81,2.84,2590,91.03,27,0.94,19,0.66,3,0.10,0,0,1,0.03,23094,52473
0700161,13,7,BOYACA,MOTAVITA,15,15,100,0,5611,0,0,0,0,3622,64.55,1989,35.44,33,0.91,3,0.08,138,3.84,1893,52.78,1416,39.48,70,1.95,18,0.50,5,0.13,0,0,9,0.25,07161,15476
2900080,10,7,TOLIMA,MURILLO,11,11,100,0,3854,0,0,0,0,1561,40.5,2293,59.49,43,2.75,13,0.83,405,26.91,565,37.54,466,30.96,33,2.19,3,0.19,3,0.19,0,0,2,0.13,29080,73461
0100184,13,5,ANTIOQUIA,MURINDO,10,10,100,0,3228,0,0,0,0,1145,35.47,2083,64.52,2,0.17,6,0.52,71,6.24,26,2.28,990,87.07,19,1.67,7,0.61,7,0.61,2,0.17,3,0.26,01184,5475
0100187,17,11,ANTIOQUIA,MUTATA,39,39,100,0,14664,0,0,0,0,5037,34.34,9627,65.65,50,0.99,11,0.21,1087,21.84,1544,31.02,2033,40.85,164,3.29,33,0.66,19,0.38,4,0.08,18,0.36,01187,5480
2500058,17,7,NORTE DE SAN,MUTISCUA,9,9,100,0,3244,0,0,0,0,1997,61.55,1247,38.44,6,0.30,5,0.25,171,8.61,1674,84.29,87,4.38,27,1.35,6,0.30,3,0.15,1,0.05,0,0,25058,54480
0700163,17,9,BOYACA,MUZO,22,22,100,0,7619,0,0,0,0,4051,53.16,3568,46.83,42,1.03,13,0.32,267,6.68,2802,70.12,754,18.86,52,1.30,73,1.82,6,0.15,1,0.02,1,0.02,07163,15480
0100190,14,10,ANTIOQUIA,NARIÑO,27,27,100,0,9041,0,0,0,0,3481,38.5,5560,61.49,28,0.80,18,0.51,2224,64.74,704,20.49,249,7.24,152,4.42,8,0.23,17,0.49,2,0.05,6,0.17,01190,5483
1500172,12,5,CUNDINAMARCA,NARIÑO,8,8,100,0,2814,0,0,0,0,1434,50.95,1380,49.04,7,0.48,0,0,374,26.20,486,34.05,499,34.96,42,2.94,8,0.56,3,0.21,0,0,1,0.07,15172,25483
2300096,9,6,NARIÑO,NARIÑO,14,14,100,0,4912,0,0,0,0,3061,62.31,1851,37.68,64,2.09,9,0.29,429,14.35,403,13.48,2004,67.06,86,2.87,13,0.43,5,0.16,0,0,2,0.06,23096,52480
1900050,11,7,HUILA,NATAGA,14,14,100,0,5190,0,0,0,0,2646,50.98,2544,49.01,39,1.47,6,0.22,633,24.33,1101,42.32,765,29.41,40,1.53,9,0.34,0,0,0,0,3,0.11,19050,41483
2900082,21,15,TOLIMA,NATAGAIMA,43,43,100,0,15239,0,0,0,0,7318,48.02,7921,51.97,84,1.14,14,0.19,1883,26.08,1755,24.30,3301,45.72,128,1.77,34,0.47,14,0.19,2,0.02,10,0.13,29082,73483
0100191,22,9,ANTIOQUIA,NECHI,54,54,100,0,19929,0,0,0,0,5724,28.72,14205,71.27,52,0.90,14,0.24,1824,32.23,1388,24.53,1976,34.92,120,2.12,253,4.47,10,0.17,3,0.05,8,0.14,01191,5495
0100192,20,15,ANTIOQUIA,NECOCLI,98,98,100,0,36776,0,0,0,0,12429,33.79,24347,66.20,179,1.44,50,0.40,3453,28.30,3601,29.51,4310,35.32,364,2.98,171,1.40,43,0.35,11,0.09,13,0.10,01192,5490
0900076,15,12,CALDAS,NEIRA,54,54,100,0,19913,0,0,0,0,10709,53.77,9204,46.22,286,2.67,48,0.44,3491,33.64,3790,36.53,2138,20.60,628,6.05,87,0.83,40,0.38,3,0.02,12,0.11,09076,17486
1900001,19,16,HUILA,NEIVA,724,724,100,0,283034,0,0,0,0,174139,61.52,108895,38.47,1833,1.05,115,0.06,36524,21.21,56358,32.72,68732,39.91,4679,2.71,2664,1.54,412,0.23,64,0.03,71,0.04,19001,41001
1500175,14,9,CUNDINAMARCA,NEMOCON,28,28,100,0,10810,0,0,0,0,7843,72.55,2967,27.44,170,2.16,8,0.10,509,6.64,4422,57.69,2318,30.24,206,2.68,72,0.93,17,0.22,3,0.03,5,0.06,15175,25486
8800620,19,2,CONSULADOS,NICARAGUA,7,7,100,0,287,0,0,0,0,92,32.05,195,67.94,0,0,0,0,48,52.17,19,20.65,22,23.91,3,3.26,0,0,0,0,0,0,0,0,88620,27810
1500178,15,9,CUNDINAMARCA,NILO,18,18,100,0,6382,0,0,0,0,3435,53.82,2947,46.17,34,0.98,4,0.11,732,21.54,1656,48.74,792,23.31,95,2.79,68,2.00,9,0.26,0,0,1,0.02,15178,25488
1500181,18,7,CUNDINAMARCA,NIMAIMA,10,10,100,0,3311,0,0,0,0,2149,64.9,1162,35.09,13,0.60,3,0.13,315,14.76,1406,65.91,304,14.25,69,3.23,9,0.42,11,0.51,0,0,2,0.09,15181,25489
0700166,15,9,BOYACA,NOBSA,34,34,100,0,12938,0,0,0,0,9440,72.96,3498,27.03,97,1.02,7,0.07,608,6.51,3172,33.97,4869,52.15,439,4.70,97,1.03,16,0.17,2,0.02,6,0.06,07166,15491
1500184,21,11,CUNDINAMARCA,NOCAIMA,14,14,100,0,5399,0,0,0,0,3341,61.88,2058,38.11,27,0.80,4,0.11,473,14.29,1786,53.95,894,27.00,95,2.87,11,0.33,7,0.21,1,0.03,1,0.03,15184,25491
0900078,15,9,CALDAS,NORCASIA,18,18,100,0,6528,0,0,0,0,3188,48.83,3340,51.16,52,1.63,13,0.40,458,14.66,1761,56.38,753,24.11,60,1.92,22,0.70,18,0.57,1,0.03,2,0.06,09078,17495
0500050,13,8,BOLIVAR,NOROSI,15,15,100,0,4597,0,0,0,0,1493,32.47,3104,67.52,14,0.93,4,0.26,146,9.89,440,29.83,807,54.71,24,1.62,27,1.83,7,0.47,1,0.06,1,0.06,05050,13490
8800635,2,2,CONSULADOS,NORUEGA,7,7,100,0,651,0,0,0,0,301,46.23,350,53.76,0,0,0,0,48,15.94,24,7.97,182,60.46,40,13.28,1,0.33,1,0.33,0,0,1,0.33,88635,27810
1700028,15,9,CHOCO,NOVITA,22,22,100,0,5683,0,0,0,0,1955,34.4,3728,65.59,69,3.52,25,1.27,275,14.77,133,7.14,1209,64.96,132,7.09,32,1.71,17,0.91,7,0.37,2,0.10,17028,27491
2100042,16,11,MAGDALENA,NUEVA GRANADA,43,43,100,0,15895,0,0,0,0,6491,40.83,9404,59.16,45,0.69,7,0.10,2540,39.44,1288,20.00,2348,36.46,95,1.47,58,0.90,22,0.34,5,0.07,1,0.01,21042,47460
8800625,2,2,CONSULADOS,NUEVA ZELANDIA,9,9,100,0,1397,0,0,0,0,814,58.26,583,41.73,1,0.12,0,0,136,16.72,139,17.09,408,50.18,100,12.30,3,0.36,2,0.24,0,0,1,0.12,88625,27810
0700169,15,6,BOYACA,NUEVO COLON,13,13,100,0,4738,0,0,0,0,2713,57.26,2025,42.73,26,0.95,1,0.03,217,8.07,1575,58.63,775,28.85,67,2.49,15,0.55,6,0.22,0,0,1,0.03,07169,15494
4600560,13,9,CASANARE,NUNCHIA,27,27,100,0,6480,0,0,0,0,4053,62.54,2427,37.45,17,0.41,4,0.09,487,12.07,2968,73.61,470,11.65,31,0.76,29,0.71,9,0.22,3,0.07,4,0.09,46560,85225
1700031,23,9,CHOCO,NUQUI,20,20,100,0,6311,0,0,0,0,2398,37.99,3913,62.00,10,0.41,11,0.45,148,6.22,125,5.25,2014,84.72,44,1.85,4,0.16,8,0.33,0,0,6,0.25,17031,27495
3100076,19,10,VALLE,OBANDO,33,33,100,0,11236,0,0,0,0,5462,48.61,5774,51.38,163,2.98,20,0.36,1417,26.84,1235,23.39,2357,44.64,121,2.29,27,0.51,5,0.09,3,0.05,6,0.11,31076,76497
2700142,8,5,SANTANDER,OCAMONTE,11,11,100,0,3961,0,0,0,0,2664,67.25,1297,32.74,12,0.45,1,0.03,176,6.63,2236,84.34,187,7.05,16,0.60,8,0.30,4,0.15,0,0,4,0.15,27142,68498
2500061,20,17,NORTE DE SAN,OCAÑA,213,213,100,0,84190,0,0,0,0,49933,59.3,34257,40.69,339,0.67,33,0.06,6643,13.40,30605,61.75,10680,21.54,753,1.51,286,0.57,81,0.16,8,0.01,14,0.02,25061,54498
2700145,20,11,SANTANDER,OIBA,25,25,100,0,9430,0,0,0,0,6186,65.59,3244,34.40,29,0.46,9,0.14,371,6.03,4948,80.48,712,11.58,33,0.53,57,0.92,3,0.04,4,0.06,3,0.04,27145,68500
0700173,19,6,BOYACA,OICATA,8,8,100,0,2807,0,0,0,0,1833,65.3,974,34.69,18,0.98,1,0.05,169,9.31,951,52.42,596,32.85,68,3.74,6,0.33,6,0.33,1,0.05,1,0.05,07173,15500
0100193,12,7,ANTIOQUIA,OLAYA,9,9,100,0,2912,0,0,0,0,1476,50.68,1436,49.31,9,0.60,3,0.20,668,45.62,445,30.39,258,17.62,57,3.89,4,0.27,1,0.06,2,0.13,1,0.06,01193,5501
2300095,24,17,NARIÑO,OLAYA HERRERA,44,44,100,0,15367,0,0,0,0,6499,42.29,8868,57.70,177,2.72,45,0.69,417,6.64,281,4.47,5134,81.79,115,1.83,136,2.16,59,0.93,8,0.12,16,0.25,23095,52490
2700148,17,8,SANTANDER,ONZAGA,13,13,100,0,3674,0,0,0,0,2192,59.66,1482,40.33,12,0.54,4,0.18,118,5.42,1869,85.89,141,6.47,10,0.45,16,0.73,8,0.36,2,0.09,3,0.13,27148,68502
1900051,13,8,HUILA,OPORAPA,23,23,100,0,8395,0,0,0,0,5051,60.16,3344,39.83,41,0.81,4,0.07,806,16.10,3378,67.47,667,13.32,72,1.43,14,0.27,12,0.23,2,0.03,5,0.09,19051,41503
6400023,15,12,PUTUMAYO,ORITO,80,80,100,0,29156,0,0,0,0,16112,55.26,13044,44.73,149,0.92,26,0.16,833,5.22,1259,7.89,13360,83.83,199,1.24,84,0.52,16,0.10,11,0.06,7,0.04,64023,86320
4600640,17,10,CASANARE,OROCUE,25,25,100,0,8343,0,0,0,0,4093,49.05,4250,50.94,35,0.85,8,0.19,453,11.18,2583,63.77,869,21.45,44,1.08,21,0.51,7,0.17,5,0.12,4,0.09,46640,85230
2900085,24,14,TOLIMA,ORTEGA,70,70,100,0,23455,0,0,0,0,10449,44.54,13006,55.45,178,1.70,59,0.56,2826,27.67,3682,36.05,3165,30.99,272,2.66,83,0.81,44,0.43,1,0.01,7,0.06,29085,73504
2300097,13,10,NARIÑO,OSPINA,18,18,100,0,5913,0,0,0,0,2816,47.62,3097,52.37,50,1.77,15,0.53,480,17.44,570,20.71,1503,54.63,60,2.18,4,0.14,14,0.50,2,0.07,6,0.21,23097,52506
0700176,14,10,BOYACA,OTANCHE,24,24,100,0,6807,0,0,0,0,3631,53.34,3176,46.65,19,0.52,2,0.05,519,14.37,2454,67.97,517,14.32,45,1.24,25,0.69,9,0.24,0,0,3,0.08,07176,15507
2800100,17,11,SUCRE,OVEJAS,65,65,100,0,22700,0,0,0,0,11677,51.44,11023,48.55,86,0.73,21,0.17,2997,25.90,899,7.77,7193,62.16,211,1.82,128,1.10,22,0.19,0,0,9,0.07,28100,70508
0700178,13,4,BOYACA,PACHAVITA,5,5,100,0,1968,0,0,0,0,1174,59.65,794,40.34,4,0.34,1,0.08,204,17.45,678,57.99,227,19.41,32,2.73,4,0.34,4,0.34,2,0.17,2,0.17,07178,15511
1500190,14,9,CUNDINAMARCA,PACHO,60,60,100,0,22609,0,0,0,0,13446,59.47,9163,40.52,85,0.63,12,0.08,2895,21.68,7649,57.30,2224,16.66,308,2.30,35,0.26,30,0.22,1,0.01,7,0.05,15190,25513
0900079,17,12,CALDAS,PACORA,36,36,100,0,12048,0,0,0,0,6836,56.73,5212,43.26,210,3.07,51,0.74,2848,43.31,2395,36.42,774,11.77,311,4.73,49,0.74,33,0.50,7,0.10,14,0.21,09079,17513
1100053,14,8,CAUCA,PADILLA,21,21,100,0,7169,0,0,0,0,4303,60.02,2866,39.97,224,5.20,14,0.32,375,9.22,223,5.48,3194,78.57,74,1.82,74,1.82,9,0.22,2,0.04,1,0.02,11053,19513
0700179,11,4,BOYACA,PAEZ,8,8,100,0,2454,0,0,0,0,1559,63.52,895,36.47,6,0.38,1,0.06,111,7.15,1096,70.61,241,15.52,29,1.86,55,3.54,1,0.06,0,0,0,0,07179,15514
1100055,25,19,CAUCA,PAEZ (BELALCAZAR),70,70,100,0,21334,0,0,0,0,11486,53.83,9848,46.16,227,1.97,65,0.56,876,7.82,1168,10.43,8753,78.19,139,1.24,61,0.54,28,0.25,8,0.07,15,0.13,11055,19517
1900052,10,6,HUILA,PAICOL,14,14,100,0,5275,0,0,0,0,3158,59.86,2117,40.13,15,0.47,1,0.03,693,22.05,1787,56.87,559,17.79,58,1.84,11,0.35,2,0.06,0,0,0,0,19052,41518
1200650,18,11,CESAR,PAILITAS,44,44,100,0,15753,0,0,0,0,7941,50.4,7812,49.59,79,0.99,11,0.13,620,7.89,3849,49.02,2690,34.26,80,1.01,549,6.99,10,0.12,0,0,5,0.06,12650,20517
1500193,17,7,CUNDINAMARCA,PAIME,15,15,100,0,4911,0,0,0,0,2275,46.32,2636,53.67,18,0.79,3,0.13,550,24.40,1269,56.29,360,15.97,38,1.68,12,0.53,8,0.35,0,0,2,0.08,15193,25518
0700181,16,12,BOYACA,PAIPA,77,77,100,0,28524,0,0,0,0,19164,67.18,9360,32.81,154,0.80,10,0.05,1908,10.04,9014,47.44,6807,35.82,841,4.42,90,0.47,51,0.26,3,0.01,7,0.03,07181,15516
8800435,3,3,CONSULADOS,PAISES BAJOS,20,20,100,0,4185,0,0,0,0,1861,44.46,2324,55.53,0,0,0,0,449,24.12,175,9.40,902,48.46,301,16.17,4,0.21,1,0.05,0,0,3,0.16,88435,27810
0700184,9,5,BOYACA,PAJARITO,6,6,100,0,1733,0,0,0,0,1051,60.64,682,39.35,1,0.09,0,0,44,4.19,802,76.38,162,15.42,17,1.61,10,0.95,3,0.28,0,0,0,0,07184,15518
1900055,18,14,HUILA,PALERMO,58,58,100,0,21317,0,0,0,0,11952,56.06,9365,43.93,88,0.73,8,0.06,2123,17.90,5909,49.83,3401,28.68,177,1.49,92,0.77,19,0.16,1,0.01,3,0.02,19055,41524
0900082,16,13,CALDAS,PALESTINA,40,40,100,0,15213,0,0,0,0,7934,52.15,7279,47.84,235,2.96,26,0.32,1964,25.59,2300,29.97,2937,38.27,204,2.65,90,1.17,13,0.16,2,0.02,15,0.19,09082,17524
1900056,12,7,HUILA,PALESTINA,25,25,100,0,9638,0,0,0,0,5301,55,4337,44.99,59,1.11,13,0.24,661,12.64,3037,58.07,1364,26.08,55,1.05,25,0.47,9,0.17,3,0.05,6,0.11,19056,41530
2700151,10,3,SANTANDER,PALMAR,5,5,100,0,1545,0,0,0,0,959,62.07,586,37.92,5,0.52,0,0,101,10.58,730,76.51,87,9.11,2,0.20,29,3.03,0,0,2,0.20,1,0.10,27151,68522
0300028,12,9,ATLANTICO,PALMAR DE VARELA,58,58,100,0,22290,0,0,0,0,10067,45.16,12223,54.83,57,0.56,22,0.21,2467,24.69,694,6.94,6426,64.33,131,1.31,61,0.61,28,0.28,3,0.03,8,0.08,03028,8520
2700154,13,5,SANTANDER,PALMAS DEL SOCORRO,7,7,100,0,2433,0,0,0,0,1651,67.85,782,32.14,6,0.36,7,0.42,183,11.17,1312,80.09,111,6.77,14,0.85,3,0.18,5,0.30,0,0,1,0.06,27154,68524
